id,iata,icao,name,location,street_number,street,city,county,state,country_iso,country,postal_code,phone,latitude,longitude,uct,website
7941,VCP,SBKP,Viracopos/Campinas International Airport,"São Paulo / Campinas, São Paulo, Brazil",km 66,Rodovia Santos Dumont,,Campinas,São Paulo,BR,Brazil,13055-900,+55 19 3725-5000,-23.008205,-47.13757,-180,http://www.viracopos.com/
